id,document,label
389,2019년 10월중(10.16. ~ 11.15.) 국가민방위재난안전교육원 사이버교육과정 수료 통보,4
390,부패신고 포상금 제도 개선 안내 및 포상금 지급대상자 추천 요청,12
391,2019년 한국지방공기업학회 동계학술대회 참석 협조 요청,1
392,2019년 혁신지구 국가시범지구 신청 가이드라인 최종본 송부,13
393,2019년 혁신지구 국가시범지구 신청 가이드라인 최종본 송부,2
394,새만금 유관기관 합동 워크숍 개최계획 알림,7
395,전북개발공사 견학 협조 요청,4
396,공공주택 업무처리지침(훈령 제1244호) 일부개정 알림,10
397,공공주택 업무처리지침(훈령 제1244호) 일부개정 알림,9
398,공공주택 업무처리지침(훈령 제1244호) 일부개정 알림,7
399,제16차 지방개발공사 재정실무협의회관련 참석자 및 현안사항 등 제출요청,5
400,2019년「지방공사·공단 고위경영자과정」개최 안내,4
401,2019년 제4차 기록관리 정책포럼 개최 안내 및 참석자 신청 접수,4
402,2019년 하반기 지역건설산업 활성화 위원회 개최계획 안내 및 자료 협조 요청,7
403,2019사업연도 지방공기업 결산 회계감사인교육 이수자 명단 통보,4
404,지방공기업 결산기준교육 참석자 상시학습 인정 협조 요청,4
405,사례로 살펴보는 공공부문 노무관리의 이해(제15기) 개설안내,4
406,도시재생뉴딜 우수사례 발굴 및 제출 요청,13
407,2019. 12월  조달교육원 교육 추가 개설 안내,4
408,2019년 지방공공기관 채용비리 전수조사 사전자료 제출요청,4
409,2019년도 지방공공기관 업무시스템 유지관리 업무수행 결과 제출,3
410,2019년 11월 KMA 인사이트포럼(원주) 참가자 모집 안내,4
411,부동산종합공부시스템 지적전산자료제공 결정통보,9
412,「도시개발업무지침」 일부개정(안) 의견조회,7
413,무허가건물 확인여부에 대한 회신(박성욱),11
414,「지방공기업법」개정 수요조사,1
415,2019년도 12월 안전감찰 업무능력향상과정 입교대상자 추천 및 교육안내,4
416,중소기업자간 경쟁제품 직접생산 확인기준 개정(안)에 대한 의견조회,5
417,2019년 하반기 도시재생 마을관리협동조합 육성 지원 안내 및 관련 계획 공고 알림,13
418,디자인형울타리 구매 시 유의사항 안내,5
419,인계면 농촌중심지활성화사업 공과금 고지서 송부(11월),7
420,2019년도 11월 교육과정 교육대상자 확정 및 추가 신청 안내,4
421,비위면직자등 취업제한제도 워크숍 참석 요청,12
422,국민연금공단 선택적복지제도 위탁운영업체 선정 제안평가위원 위촉,4
423,MS사 '윈도우7' 보안지원 중단 관련 대책 이행 요청,1
424,국가청렴정보시스템 2단계 사용대상기관 워크숍 개최 알림,12
425,2019~2023 지방재정건전성관리계획 제출 요청,5
426,제안서 평가위원(후보자) 모집 및 등록안내,10
427,제안서 평가위원(후보자) 모집 및 등록안내,7
428,2020년 고령자복지주택 사업 지자체 공모 및 사업설명회 개최 안내,2
429,지방공공기관 예산회계시스템 실태조사 설문서 작성 협조 요청,4
430,민원 빅데이터 동향「국민의 소리」제541호 알림,4
431,범정부 데이터 플랫폼 2단계 구축 기관 대상 기관표준용어 조사 협조 요청,3
432,2020년 지방공기업 투자계획 제출 요청,1
433,2019년 하반기 보상전문교육 수료결과 알림,4
434,2020년 공공시설물 내진보강 예산 확보 요청,6
435,장애인기업 제품 공공구매 촉진 협조 요청,5
436,무주(설천) 농어촌임대주택 공사용자재(분배전반) 구입 관련 계약 결과 안내,5
437,2019년도 하반기「정부24 공공서비스 등록관리 향상교육」확정 통보,4
438,물품 · 전기공사 분리발주 및 현장설치도 입찰참가자격 관련 건의,10
439,물품 · 전기공사 분리발주 및 현장설치도 입찰참가자격 관련 건의,8
440,물품 · 전기공사 분리발주 및 현장설치도 입찰참가자격 관련 건의,7
441,물품 · 전기공사 분리발주 및 현장설치도 입찰참가자격 관련 건의,5
442,초미세먼지 재난대응 모의훈련(11. 15일)계획 알림,4
443,공공조달 통계자료('19년 10월) 제출 요청,5
444,2019년도「채용계획 실무과정 제3기」운영 및 교육대상자 접수 안내,4
445,선금지급 요청 및 안내-35197200243,5
446,2019년 제11회 행정심판 심리기일 통보(피청구인),4
447,2019년 도시재생뉴딜 청년인턴십 운영협조 요청,13
448,2019년 공공 빅데이터 우수사례 경진대회 모집공고 및 개최 안내,3
449,건축물배치계획도 자료 협조 요청,10
450,"원가심사, 일상감사 처리기한 안내 및 협조 요청",13
451,"원가심사, 일상감사 처리기한 안내 및 협조 요청",12
452,"원가심사, 일상감사 처리기한 안내 및 협조 요청",11
453,"원가심사, 일상감사 처리기한 안내 및 협조 요청",10
454,"원가심사, 일상감사 처리기한 안내 및 협조 요청",9
455,"원가심사, 일상감사 처리기한 안내 및 협조 요청",8
456,"원가심사, 일상감사 처리기한 안내 및 협조 요청",7
457,"원가심사, 일상감사 처리기한 안내 및 협조 요청",6
458,"원가심사, 일상감사 처리기한 안내 및 협조 요청",5
459,"원가심사, 일상감사 처리기한 안내 및 협조 요청",4
460,"원가심사, 일상감사 처리기한 안내 및 협조 요청",2
461,"원가심사, 일상감사 처리기한 안내 및 협조 요청",1
462,혁신지구 국가시범지구 신청 가이드라인 안내,13
463,혁신지구 국가시범지구 신청 가이드라인 안내,2
464,공공간행물 국제표준도서번호(ISBN) 부여 협조 안내,4
465,‘강원국제예술제2019-강원작가展’ 전시행사 참관 협조 요청,4
466,2019년 중증장애인생산품 구매실적 우선구매관리시스템 확인 및 승인 철저(지방공기업),5
467,2020년 택지수급계획 수립을 위한 관련자료 작성 및 교육참석 요청,9
468,제안서 평가위원 후보자 추천 의뢰(기록관리시스템 구축 용역),4
469,지방계약담당자 세미나·워크숍 참석자 상시학습인정 협조 안내,4
470,「지방공기업 기획 및 보고서 작성 향상」과정 교육 수료사항 알림,4
471,2019 정보공개 담당자 워크숍 참석 요청,4
472,2019년 지방공기업(도시개발공사) 고객만족도조사 수수료 납부 요청,4
473,국민연금공단 공무직 채용을 위한 서류전형 위원 참여 요청,4
474,전라북도 설계심의분과위원회 개최 알림(만성A-2BL 공공임대아파트 실시설계),10
475,제6기 전주시 찾아가는 부모교육 실시에 따른 강의일정 확정 알림,4
476,2019년「지방공기업 기초직무과정(특별교육)」위탁교육 안내 및 대상자 접수,4
477,2019년「지방공기업 혁신성과 보고대회 및 CEO 포럼」대상자 확정 통보,4
478,2019 지자체 공무원 및 공공기관 임직원 교육(MICE과정) 참가자 모집 안내,4
479,무주(설천) 농어촌임대주택 공사용자재(분배전반) 구입 관련 중증장애인생산품 생산시설 선정 결과 안내,5
480,행정정보공동이용시스템 점검으로 인한 전자계약시스템 이용제한 알림,11
481,제3회 전라북도 도시재생위원회 분과위원회 개최 알림,13
482,지적측량 성과납품 및 수수료청구,9
483,진안 농어촌임대주택 건립사업 군비보조금 지원계획 변경 통지,10
484,공공임대주택 불법양도전대자 명단관리 사업주체 테스트 계획 송부,9
485,공공임대주택 불법양도전대자 명단관리 사업주체 테스트 계획 송부,11
486,콜센터 사무 현황자료 미제출 기관 자료 제출 요청,4
487,「성원그린나래 새뜰마을사업 마스터플랜 및 실시설계 수립용역」제안서 평가위원(후보자) 공개모집 공고,13
488,「성원그린나래 새뜰마을사업 마스터플랜 및 실시설계 수립용역」제안서 평가위원(후보자) 공개모집 공고,10
489,「성원그린나래 새뜰마을사업 마스터플랜 및 실시설계 수립용역」제안서 평가위원(후보자) 공개모집 공고,7
490,2019년도 12월 국가민방위재난안전교육원 입교대상자 추천 및 교육 안내,4
491,순창군 도시재생전략계획(안) 재심의를 위한 관계기관(부서) 협의 요청,13
492,자치단체 신속한 재해복구를 위한 지방계약 집행요령 안내,5
493,차세대 국민신문고 이용자  교육 안내,4
494,선금지급 가능여부 조회,5
495,2019년도 12월 재난대비 역량지원과정 안내 및 입교 대상자 추천,4
496,무허가건물 확인에 대한 회신(변인*),11
497,「지방공기업 예산회계시스템 클라우드 서비스 적용 타당성 연구」수행을 위한  설문조사 협조요청,3
498,2019년「지방공기업 감사관계관 워크숍」개최 안내,12
499,사업수행능력평가(PQ)를 위한 업무중첩도 등 조회 요청,7
500,신산업 분야 규제혁신 과제 발굴 협조,8
501,도시재생 신규제도 사업신청 가이드라인 배부 및 사업 설명회 참석 요청,13
502,행정정보공동이용시스템 오프라인 점검 일정 알림,3
503,2020년 정기 재산변동신고 대비 정보제공 동의서 제출 안내(대상자 공람),12
504,2019사업연도 결산기준 회계감사인 교육 추가 개설 안내,5
505,도시재생 신규제도 사업신청 가이드라인 안내 및 사업 설명회 참석 요청,13
506,전주만성 기지제 순환산책로 조성사업 분담금 납부알림,7
507,2019년「지방공기업 교육담당자 현장소통 간담회」수료자 명단 통보,4
508,지적공부 등록사항정정 대상토지 발견 알림,9
509,부동산 등 매매계약서 사본 등 서류 요청,9
510,「거창군 도시재생 활성화계획 수립 용역」제안서 평가위원 모집 공고 안내,13
511,2019년 반부패 주간 청렴골든벨 행사 참여 안내,12
512,국민연금 제안실무위원회 참석 협조 요청,4
513,새만금 세계잼버리 덩굴터널 조성을 위한 시험포지 사용 협조 요청,7
514,공공부문 부서장(팀장) 갈등관리 및 의사소통 역량강화 과정(제2019-6기) 개설안내,4
515,관광투자유치 월간동향 송부(2019.10월),6
516,제25대 전라북도 지방건설기술심의위원회 위원 위촉 및 임명 알림,10
517,제25대 전라북도 지방건설기술심의위원회 위원 위촉 및 임명 알림,4
518,2019년 제2기 행정법실무 특강(공통) 및 제1기 법령해석과정 특강(공통) 교육 신청 안내,4
519,무주(설천) 농어촌임대주택 건설공사 시행에 따른 토사 협조요청 회신,10
520,민원 빅데이터 동향「국민의 소리」제540호(10월동향) 알림,4
521,2020년 개인정보보호 관리수준 진단 지표 관련 안내(안전성 확보조치 기준),3
522,『2019 지자체 관광담당 공무원 교육』하반기 무슬림관광객유치과정 교육 결과 통보,4
523,2019년도 10월 중 경영전문교육과정 수료자 명단 통보,4
524,2019년 개인정보보호 전문교육(12차) 알림,3
525,2019년도 10월 사이버교육과정 수료자 명단 통보,4
526,표준시장단가 적정성 검토를 위한 시공단가 모니터링 조사,10
527,2019년 하반기 건설ㆍ교통신기술 워크숍 개최 안내 및 참석 요청,10
528,2019년 하반기 건설ㆍ교통신기술 워크숍 개최 안내 및 참석 요청,7
529,공공기관 실업팀 선수 전수조사 결과발표 토론회 참석 및 홍보 협조 요청,12
530,녹색장터 확대운영 1주년 기념 프로모션 안내 및 홍보 협조요청,5
531,2019년도 10월 이러닝 법제교육 수료자 명단(공공기관) 통보,4
532,2019년 노사발전재단 생애경력설계서비스 일정 안내(11~12월),4
533,수용가액 확인 요청,9
534,2019년 노사발전재단 생애경력설계서비스 일정 안내(11~12월),4
535,"2019년(1~10월) 중증장애인생산품 구매실적, 생산시설 지정현황 송부 및 활용협조 요청(지방공기업)",5
536,2019년 하반기 가족수당 등 지급 내역 확인 요청,4
537,「전북 혁신도시 인권경영협의체」제1차 회의 안내,12
